Category,Anomaly_Index
CHOCOLATE_CANDY,9.09711040220331
WRITING_INSTRUMENT,9.017516568824188
MEAT,8.92792328683824
UTILITY_SPONGE,8.897919952838501
SCISSORS,8.815687427910575
CLEANING_BRUSH,8.742217879868996
FOOD,8.671405104626322
TOY_FIGURE,8.482787227710856
MANUAL_SHAVING_RAZOR,8.373681020527425
VEGETABLE,8.119876167595844
TOY_BUILDING_BLOCK,7.907272846177826
PLANT_SEED,7.875551966070511
PET_BED_MAT,7.688362898604473
ASTRINGENT_SUBSTANCE,7.305340123382124
LIP_BALM,7.053054534774278
SHELF,6.983545035967867
PET_PEST_CONTROL,6.805090770711782
ART_SUPPLIES,6.725621001061727
BODY_DEODORANT,6.689376266227583
HEALTH_PERSONAL_CARE,6.635327439444693
PET_TOY,6.5645256326428445
WEIGH_SCALE,6.3811671177714775
INPUT_MOUSE,6.320164887984754
UNDERPANTS,6.311390581761995
STORAGE_RACK,6.194797675140002
BRACELET,6.107903137786298
CLOTHES_HANGER,6.012237848026628
SUNGLASSES,5.671442780604663
MARKING_PEN,5.585161881421633
ORTHOPEDIC_BRACE,5.5309723760092275
TOOTHBRUSH,5.5278592985415385
SWIMWEAR,5.381377706865701
NETWORK_INTERFACE_CONTROLLER_ADAPTER,5.345032480103381
HOME,5.2178133792019175
SHORTS,4.819657694874396
BLANKET,4.763059451702285
POWER_STRIP,4.722153027013841
HARDWARE_HANDLE,4.499510294257306
JUICE_AND_JUICE_DRINK,4.466171270145865
ART_CRAFT_KIT,4.460495715262944
BRA,4.442030819393484
FLASH_MEMORY,4.322366472946335
SKIN_FOUNDATION_CONCEALER,4.310756404328739
GIFT_CARD,4.2245005451473965
SLIPPER,4.1311260625545225
ELECTRIC_SHAVER,4.059011492235374
OUTDOOR_LIVING,4.034988441568439
TOOLS,3.948919898635761
RUG,3.86666621042903
OUTDOOR_RECREATION_PRODUCT,3.5675711612036647
SANDAL,3.5586562940241593
AUTO_PART,3.516976865754621
WOUND_DRESSING,3.4503028761883705
EDIBLE_OIL_VEGETABLE,3.292703870849315
SPEAKERS,3.1893481714147844
LOCK,3.1718059223465174
SURFACE_CLEANING_WIPE,3.1546369372830987
REMOTE_CONTROL,3.1162388095484386
ESSENTIAL_OIL,3.0002458416026907
BABY_PRODUCT,2.9825513744348613
THERMOMETER,2.894429995330545
ELECTRIC_FAN,2.873882605219041
HAIR_TIE,2.8513976946519266
ABIS_MUSIC,2.666324538385753
HARDWARE_TUBING,2.59009437051271
FLASH_DRIVE,2.580674412508722
ANIMAL_NUTRITIONAL_SUPPLEMENT,2.5527684913761415
NON_RIDING_TOY_VEHICLE,2.461563244309574
ANIMAL_COLLAR,2.4269136279849692
HAIR_BRUSH,2.348368471461233
TOOTH_CLEANING_AGENT,2.2578740779872293
SUGAR_SUBSTITUTE,2.1703281891651316
WATCH_BAND,2.0194656160711726
COAT,1.9459394827137186
ELECTRONIC_ADAPTER,1.9443893992136443
DIGITAL_DEVICE_3,1.8892963950626218
RECREATION_BALL,1.7079455131378163
MASSAGER,1.7026271136198416
WALLET,1.67280283688177
DRINKING_STRAW,1.6510861171880564
STORAGE_BAG,1.5964581587038822
PILLOW,1.5782439239652046
AUTO_ACCESSORY,1.3692168655618948
SWEATSHIRT,1.334665282926201
WATCH,1.3047498872358545
ENVELOPE,1.2735708826033876
PEST_CONTROL_DEVICE,1.2344659148013146
APPAREL_BELT,1.0968796826306153
LAMP,1.0959270559073728
SWEATER,1.0876555511688444
SHOE_INSERT,1.0074583975547775
LIGHT_BULB,0.9537510265917427
POWER_CORD,0.8632953888395165
DRESS,0.8205858582874483
THERMOS,0.7909204017093308
HVAC_AIR_FILTER,0.6620909656370146
BLANK_BOOK,0.5451564958202065
BOOT,0.4068819541524655
LIGHT_FIXTURE,0.4016681806011237
MOUSE_PAD,0.3732537161412269
HEADPHONES,0.266126314924153
MATTRESS_COVER,0.17827927378480107
EYELID_COLOR,0.14652261430857455
COSTUME_OUTFIT,0.12362715478461621
DIGITAL_DEVICE_4,0.0
CURTAIN,0.0
MEAL_HOLDER,0.0
VIDEO_GAME_CONTROLLER,0.0
FIGURINE,0.0
HANDBAG,0.0
CONSUMER_ELECTRONICS,0.0
PORTABLE_ELECTRONIC_DEVICE_MOUNT,0.0
RING,0.0
PERSONAL_FRAGRANCE,0.0
SKIN_SERUM,-0.00315666826112933
HAT,-0.010573762125852865
GREETING_CARD,-0.05365111316907216
SKIN_EXFOLIANT,-0.07030061831647774
BONDING_ADHESIVES,-0.17127143637149939
CANDLE,-0.17392468464279962
WIRELESS_ACCESSORY,-0.21181313276009028
EARRING,-0.24406574053384456
TOWEL,-0.4669648408997194
BEAUTY,-0.47091968521519645
COMPUTER_DRIVE_OR_STORAGE,-0.4915272302431675
NECKLACE,-0.5685079656343004
BACKPACK,-0.5735911415584374
PHYSICAL_TV_SERIES,-0.7519495053891336
PORTABLE_ELECTRONIC_DEVICE_STAND,-0.8662260360371242
BODY_POSITIONER,-0.9048016620514562
PET_FEEDER,-1.1850909055128065
PLANNER,-1.6690114958448599
PROFESSIONAL_HEALTHCARE,-1.6737393915885521
JERKY,-1.8166579915428909
APPAREL,-2.0577797573172836
PORTABLE_ELECTRONIC_DEVICE_COVER,-2.2394463843006376
LABEL,-2.310712191643036
HAIR_CLEANER_CONDITIONER,-2.5436978310263334
STORAGE_HOOK,-2.679031957666949
STICKER_DECAL,-2.8219307237550795
STRING_LIGHT,-2.83548845428834
HARDWARE,-2.842061008435525
CARRIER_BAG_CASE,-3.042374732616404
PHYSICAL_MOVIE,-3.1530726355111147
SUNSCREEN,-3.2644833153265824
WALL_ART,-3.3924933954410608
FOOD_STORAGE_CONTAINER,-3.4709119814331597
CHARGING_ADAPTER,-3.762532598578373
SKIN_TREATMENT_MASK,-3.7955588743698256
CONDITIONER,-3.8710191926625823
SEXUAL_STIMULATION_DEVICE,-4.057976096504653
COSMETIC_CASE,-4.136829339942086
INSTRUMENT_PARTS_AND_ACCESSORIES,-4.50031783443961
BOTTLE,-4.8038253096322485
PAINT,-4.918854782151396
NAIL_POLISH,-5.114793390034604
FOOD_STORAGE_BAG,-5.643998501060815
PANTS,-7.011171434851598
VACUUM_CLEANER,-7.823444896819908
STORAGE_BOX,-8.86014803690018
TUNIC,-9.193475894990415
SOCKS,-9.31998668968613
PICTURE_FRAME,-9.484178881749447
CADDY,-11.384539405522393
COFFEE_MAKER,-12.984015858625302
FRUIT,-13.186997550698628
CELLULAR_PHONE_CASE,-14.365490624216054
ADHESIVE_TAPES,-14.98809992746695
SCREEN_PROTECTOR,-15.158085166235582
ELECTRONIC_CABLE,-15.781969037367388
PLANTER,-16.196601996126187
SHIRT,-16.315640004598176
DISHWARE_PLATE,-16.787943232026716
SUGAR_CANDY,-17.8362712429566
SHOES,-21.341567216213175
