Category,Anomaly_Index
ANIMAL_COLLAR,1.9116481228778803
DIGITAL_DEVICE_3,1.904660321912213
CLOTHES_HANGER,1.8220874793963184
WALLET,1.7600553490152449
ELECTRONIC_ADAPTER,1.755739002203991
RECREATION_BALL,1.7474490529373485
COAT,1.7211835711370715
MASSAGER,1.6200776712477902
HAIR_BRUSH,1.4986314413067554
PORTABLE_ELECTRONIC_DEVICE_STAND,1.4461072270889872
EARRING,1.318798746755441
SHOE_INSERT,1.3174556977753706
SWEATER,1.2852433484414616
BODY_POSITIONER,1.2093491633439488
DRINKING_STRAW,1.1769121371682327
BONDING_ADHESIVES,1.11617938623974
SEXUAL_STIMULATION_DEVICE,1.097846339035828
LAMP,1.0719171103715037
PEST_CONTROL_DEVICE,0.9921385587018883
WOUND_DRESSING,0.9088454028333419
LIGHT_BULB,0.8740662301840724
THERMOS,0.7918323108139557
LIGHT_FIXTURE,0.7806490125008022
WATCH,0.6988285559457228
BOOT,0.6447603219743538
HEADPHONES,0.3715017022144258
MATTRESS_COVER,0.27714843510336296
POWER_CORD,0.2597691529350974
JERKY,0.25274121759557044
SKIN_SERUM,0.23735175632618033
COSTUME_OUTFIT,0.1964066444741149
MOUSE_PAD,0.07655161923739263
APPAREL_BELT,0.058355551476566035
BANNER,0.051023061773040584
EYELID_COLOR,0.0391175098165797
BLANK_BOOK,0.0
FIGURINE,0.0
CURTAIN,0.0
PORTABLE_ELECTRONIC_DEVICE_MOUNT,0.0
MEAL_HOLDER,0.0
PERSONAL_FRAGRANCE,0.0
DIGITAL_DEVICE_4,0.0
HANDBAG,0.0
VIDEO_GAME_CONTROLLER,0.0
RING,0.0
POWER_BANK,-0.014374363028093258
TOWEL,-0.03689087282173459
DRESS,-0.11147030010398053
HAT,-0.23101990452971724
RAZOR_BLADE_CARTRIDGE,-0.31055326066124767
BEAUTY,-0.3317168420041967
CONSUMER_ELECTRONICS,-0.41353548763220366
PET_FEEDER,-0.48092604882783835
COMPUTER_DRIVE_OR_STORAGE,-0.6917145742123868
WIRELESS_ACCESSORY,-0.7755245758936674
PHYSICAL_TV_SERIES,-0.8191414925166244
ENVELOPE,-0.9342002952761337
BACKPACK,-0.9701288966570875
SKIN_EXFOLIANT,-1.0327644971399952
PLANNER,-1.1148696174007144
NECKLACE,-1.2138999148838479
PORTABLE_ELECTRONIC_DEVICE_COVER,-1.485038560951906
HVAC_AIR_FILTER,-1.506521940444989
CONDITIONER,-1.972716026640309
HAIR_CLEANER_CONDITIONER,-2.3857038775038473
PROFESSIONAL_HEALTHCARE,-2.5006076314666412
LABEL,-2.5354431263561166
FOOD_STORAGE_CONTAINER,-2.606707445502911
PAINT,-2.7025526617691176
HARDWARE,-2.7129041570033396
APPAREL,-2.793911034738537
TOOTH_CLEANING_AGENT,-2.809989853754645
CANDLE,-2.903708271607033
CARRIER_BAG_CASE,-3.0453488442915844
WALL_ART,-3.1097762664754476
SKIN_TREATMENT_MASK,-3.138796631514565
STORAGE_HOOK,-3.222570095870438
STRING_LIGHT,-3.2605273355424464
GREETING_CARD,-3.3657971907996305
CHARGING_ADAPTER,-3.6531074160931944
STICKER_DECAL,-3.6897892345284937
PHYSICAL_MOVIE,-3.7258823392086358
BOTTLE,-3.78228560204852
INSTRUMENT_PARTS_AND_ACCESSORIES,-4.121511900355682
TUNIC,-4.209453057820644
COSMETIC_CASE,-4.58839217055272
NAIL_POLISH,-4.998596214891475
PANTS,-5.992571321389714
FOOD_STORAGE_BAG,-6.521724127293484
HAIR_CLIP,-7.270879721321218
STORAGE_BOX,-7.324211123009549
SUNSCREEN,-7.702850436802614
SOCKS,-7.746696752137011
VACUUM_CLEANER,-8.420607980006043
PICTURE_FRAME,-9.3027295422223
FRUIT,-12.308397718105237
CADDY,-12.52554316920406
PLANTER,-14.034084016464213
ADHESIVE_TAPES,-14.836204440978253
ELECTRONIC_CABLE,-16.221770717678044
SHIRT,-16.96376431227074
COFFEE_MAKER,-17.00114566536701
DISHWARE_PLATE,-17.041801787063633
CELLULAR_PHONE_CASE,-18.127182794766238
SUGAR_CANDY,-18.180139470756714
SCREEN_PROTECTOR,-18.768159133494443
SHOES,-21.424327786310414
